15000, 8, 3, 1
15000, 8, 3, 1
15000, 8, 2, 1
15000, 8, 2, 1
15000, 8, 2, 1
15000, 8, 2, 1
15000, 8, 3, 2, 1
15000, 8, 3, 2, 1
15000, 8, 3, 2, 1
15000, 8, 3, 2, 1
15000, 8, 2, 1
15000, 8, 2, 1
15000, 8, 2, 1
15000, 8, 2, 1
15000, 8, 2, 2, 1
15000, 8, 2, 2, 1
15000, 8, 2, 2, 1
15000, 8, 2, 2, 1
15000, 8, 2, 2, 2, 2, 2, 1
15000, 8, 2, 2, 2, 2, 2, 1
15000, 8, 2, 2, 2, 2, 2, 1
15000, 8, 2, 2, 2, 2, 2, 1
15000, 8, 2, 1
15000, 8, 2, 1
15000, 8, 2, 1
15000, 8, 2, 1
15000, 8, 2, 1
15000, 8, 2, 1
15000, 8, 2, 1
15000, 8, 2, 1
15000, 8, 2, 1
15000, 8, 2, 1
15000, 8, 2, 1
15000, 8, 2, 1
15000, 8, 2, 1
15000, 8, 2, 1
15000, 8, 3, 1
15000, 8, 3, 1
15000, 8, 3, 1
15000, 8, 3, 1
15000, 8, 2, 2, 1
15000, 8, 2, 2, 1
15000, 8, 2, 2, 1
15000, 8, 2, 2, 1
15000, 8, 2, 1
15000, 8, 2, 1
15000, 8, 2, 1
15000, 8, 2, 1
15000, 8, 2, 1
15000, 8, 2, 1
15000, 8, 2, 1
15000, 8, 2, 1
15000, 8, 2, 1
15000, 8, 2, 1
15000, 8, 2, 1
15000, 8, 2, 1
15000, 8, 2, 1
15000, 8, 2, 1
15000, 8, 2, 1
15000, 8, 2, 1
15000, 8, 2, 1
15000, 8, 2, 1
15000, 8, 2, 1
15000, 8, 2, 1
15000, 8, 2, 1
15000, 8, 3, 1
15000, 8, 3, 1
15000, 8, 3, 1
15000, 8, 3, 1
15000, 8, 3, 2, 1
15000, 8, 3, 2, 1
15000, 8, 3, 2, 1
15000, 8, 3, 2, 1
15000, 8, 3, 1
15000, 8, 3, 1
15000, 8, 3, 1
15000, 8, 3, 1
15000, 8, 3, 1
15000, 8, 3, 1
15000, 8, 3, 1
15000, 8, 3, 1
15000, 8, 3, 1
15000, 8, 3, 1
15000, 8, 3, 1
15000, 8, 3, 2, 1
15000, 8, 3, 2, 1
15000, 8, 3, 2, 1
15000, 8, 4, 2, 1
15000, 8, 3, 1
15000, 8, 3, 1
15000, 8, 3, 1
15000, 8, 3, 1
15000, 8, 3, 1
15000, 8, 3, 1
15000, 8, 3, 1
15000, 8, 3, 1
15000, 8, 3, 2, 1
15000, 8, 3, 2, 1
15000, 8, 3, 2, 1
15000, 8, 3, 2, 1
